Designation,Prov_Des,Ln,q,Q,EMoid,H,Epoch,M,Peri,Node,Incl,e,a,Opps,Ref,Designation,name,year,month,day,ate,site,discovers
,2006,UL185,0.42,1.268,0.20362,21.3,20201217,231,177.3,52.3,19.4,0.502,0.844,6,MPO598985,2006,UL185,2006,10,28,703,CSS,
,2006,TU7,0.451,1.252,0.02348,21.9,20201217,285.9,69.2,91.4,3,0.47,0.851,5,MPO562063,2006,TU7,2006,10,12,E12,Siding Spr,ing Survey
,2006,TL,0.567,1.314,0.04538,23.9,20190427,183.8,315.2,195.4,11.6,0.397,0.94,2,MPO388919,2006,TL,2006,10,1,G96,Mt. Lemmon,Survey
,2006,SU217,0.813,1.157,0.02546,25.3,20190427,65.2,38.5,193.7,2.6,0.174,0.985,( 15d),MPO201103,2006,SU217,2006,9,30,691,Spacewatch,
,2006,SP19,0.623,1.139,0.04554,24.2,20190427,290.7,166.3,358.2,4.6,0.293,0.881,( 31d),MPO111232,2006,SP19,2006,9,19,691,Spacewatch,
,2006,SF77,0.618,1.225,0.06152,21.6,20190427,187,224.4,1.2,32.4,0.329,0.922,( 23d),MPO164297,2006,SF77,2006,9,23,152,"K. Cernis,",J. Zdanavicius
,2006,SE6,0.527,1.083,0.03667,22.9,20200531,172.4,183.2,347.3,4.8,0.346,0.805,2,MPO562056,2006,SE6,2006,9,17,291,Spacewatch,
,2006,RJ1,0.665,1.236,0.00136,22.2,20201217,266,110.3,93.4,1.4,0.301,0.951,4,MPO598967,2006,RJ1,2006,9,12,703,CSS,
,2006,QQ56,0.94,1.03,0.01571,25.9,20190427,184,331.5,161.2,2.8,0.046,0.985,( 19d),MPO111192,2006,QQ56,2006,8,25,704,LINEAR,
,2006,QQ23,0.575,1.032,0.0334,20,20190427,47.6,124.8,4.8,3.4,0.285,0.803,4,MPO477566,2006,QQ23,2006,8,21,E12,Siding Spr,ing Survey
,2006,NL,0.36,1.336,0.05665,20,20201217,286,29.4,115.2,20.1,0.576,0.848,7,E2021-DB4,2006,NL,2006,7,2,704,LINEAR,
,2006,HV50,0.627,1.07,0.03257,23.6,20190427,8.7,22.7,34.7,16.4,0.261,0.849,(  7d),MPO102326,2006,HV50,2006,4,26,704,LINEAR,
,2006,HV5,0.576,1.109,0.01566,19.8,20190427,188.6,317.5,36,32,0.316,0.842,3,MPO473118,2006,HV5,2006,4,19,704,LINEAR,
,2006,GB,0.787,1.131,0.00978,20.4,20201217,338.6,242.9,183.8,10.1,0.179,0.959,4,E2021-GK1,2006,GB,2006,4,2,704,LINEAR,
,2006,FK,0.606,1.239,0.19372,21.3,20201217,21,3.2,15.2,14.6,0.343,0.922,5,E2021-G08,2006,FK,2006,3,23,703,CSS,
,2006,FH36,0.765,1.144,0.01735,23.1,20200531,158.2,157,278.3,1.6,0.199,0.955,3,MPO545668,2006,FH36,2006,3,31,E12,Siding Spr,ing Survey
,2006,DM63,0.349,1.042,0.00015,26.7,20190427,30.9,19.1,334.7,1.7,0.498,0.696,(  1d),MPO102293,2006,DM63,2006,2,27,G96,Mt. Lemmon,Survey
,2006,BX147,0.232,1.354,0.04053,21.4,20060125,70.6,201.4,140.8,12.9,0.707,0.793,( 10d),MPO183615,2006,BX147,2006,1,27,E12,Siding Spr,ing Survey
,2006,BA9,0.578,1.247,0.07242,22.8,20201217,163.2,25.6,305.8,8.3,0.366,0.912,3,E2021-F22,2006,BA9,2006,1,24,691,Spacewatch,
,2006,AM4,0.345,1.62,0.01121,21.8,20190427,151.9,139.8,123.2,4.1,0.649,0.982,3,MPO167657,2006,AM4,2006,1,8,G96,Mt. Lemmon,Survey
,2005,YU128,0.523,1.02,0.02268,25.3,20190427,32.2,190,100.6,7.7,0.322,0.772,(  5d),MPO 98055,2005,YU128,2005,12,30,704,LINEAR,
,2005,YR3,0.596,1.044,0.00472,23.1,20190427,146.5,218,75.3,3.3,0.274,0.82,2,MPO152132,2005,YR3,2005,12,22,704,LINEAR,
,2005,YQ96,0.495,0.991,0.01883,20.4,20190427,119.3,340.1,282.7,22.2,0.334,0.743,4,MPO369039,2005,YQ96,2005,12,30,703,CSS,
,2005,YO3,0.477,1.043,0.01662,25.1,20190427,184.3,20.1,274.2,12.8,0.373,0.76,( 13d),MPO 98031,2005,YO3,2005,12,23,704,LINEAR,
,2005,YO128,0.577,1.065,0.01468,24.6,20190427,195.2,328.4,281.7,15.6,0.297,0.821,(  6d),MPO 98055,2005,YO128,2005,12,30,703,CSS,
,2005,XZ7,0.658,1.278,0.04909,24.2,20190427,104.3,238.5,75.7,32.6,0.32,0.968,(  4d),MPO 98019,2005,XZ7,2005,12,7,691,Spacewatch,
,2005,XT77,0.617,1.065,0.02733,21.2,20190427,340.4,150,84.8,17.2,0.266,0.841,3,MPO369038,2005,XT77,2005,12,10,699,LONEOS,
,2005,WS3,0.285,1.058,0.06572,21.2,20190427,327.1,176.1,69.4,23.1,0.576,0.672,4,MPO437951,2005,WS3,2005,11,25,G96,Mt. Lemmon,Survey
,2005,VN5,0.725,1.165,0.00112,27,20190427,144.7,116.1,48.3,2.1,0.233,0.945,(  2d),MPO 90384,2005,VN5,2005,11,10,703,CSS,
,2005,VL1,0.692,1.092,0.00005,26.5,20190427,119.1,228.1,37.8,0.2,0.224,0.892,2,MPO419357,2005,VL1,2005,11,4,704,LINEAR,
,2005,VK1,0.425,1.058,0.06667,22.6,20190427,211.7,358.6,223.7,24.5,0.426,0.741,(  2d),MPO 90383,2005,VK1,2005,11,4,703,CSS,
,2005,UV64,0.848,1.071,0.02607,26.4,20201217,286.2,313.3,215.9,5.4,0.116,0.959,2,E2020-UK5,2005,UV64,2005,10,31,691,Spacewatch,
,2005,UE1,0.741,1.045,0.00196,26.2,20190427,232.9,139.7,32.6,5.6,0.17,0.893,(  2d),MPO 90332,2005,UE1,2005,10,24,704,LINEAR,
,2005,TQ45,0.635,1.02,0.01977,25.6,20190427,173.8,185.9,14.9,25.6,0.233,0.828,(  3d),MPO 87827,2005,TQ45,2005,10,7,G96,Mt. Lemmon,Survey
,2005,TM,0.491,1.192,0.02422,24.7,20190427,87,152.3,8.3,5.2,0.417,0.841,(  6d),MPO 87820,2005,TM,2005,10,1,G96,Mt. Lemmon,Survey
,2005,TH50,0.648,1.025,0.00087,28,20190427,35.2,20.2,194.4,0.8,0.225,0.836,(  4d),MPO 87828,2005,TH50,2005,10,11,691,Spacewatch,
,2005,TG50,0.799,1.048,0.01271,24.8,20190427,287.9,200.9,344.4,2.4,0.134,0.923,2,MPO274959,2005,TG50,2005,10,11,699,LONEOS,
,2005,TE49,0.602,1.296,0.00851,26.4,20201217,77.8,304.7,195,4.8,0.365,0.949,2,E2021-F47,2005,TE49,2005,10,7,691,Spacewatch,
,2005,SP9,0.326,1.406,0.0509,21.2,20190427,27.9,228.1,354.8,27.7,0.624,0.866,3,MPO186972,2005,SP9,2005,9,25,704,LINEAR,
,2005,RB3,0.532,1.223,0.04907,22.6,20190427,103.5,320.4,165.8,36.1,0.394,0.878,2,MPO495563,2005,RB3,2005,9,3,703,CSS,
,2005,QP11,0.804,1.147,0.01052,26.4,20190427,322.6,119.9,334.8,4,0.176,0.976,(  9d),MPO 87722,2005,QP11,2005,8,28,691,Spacewatch,
,2005,OU1,0.664,1.288,0.12707,20.1,20190427,226,204.8,309.7,12.5,0.32,0.976,4,MPO201091,2005,OU1,2005,7,27,644,NEAT,
,2005,NJ63,0.502,1.236,0.21861,21,20201217,181.2,1.7,120.9,26.5,0.422,0.869,5,E2020-UR2,2005,NJ63,2005,7,12,703,CSS,
,2005,NE21,0.397,1.181,0.05647,21.3,20200531,239.8,194.7,289.7,10.6,0.496,0.789,4,MPO562001,2005,NE21,2005,7,7,699,LONEOS,
,2005,MR5,0.601,1.105,0.08022,20.3,20200531,147.6,190.6,263.6,27.8,0.296,0.853,3,MPO562001,2005,MR5,2005,6,26,644,NEAT,
,2005,MF5,0.497,1.111,0.08076,21.7,20180323,69.6,349.7,98.1,29.5,0.382,0.804,2,MPO450893,2005,MF5,2005,6,27,699,LONEOS,
,2005,KA,0.663,1.02,0.01087,24.7,20190427,224.6,182.5,225.4,3,0.213,0.841,2,MPO336434,2005,KA,2005,5,16,703,CSS,
,2005,HN3,0.568,1.142,0.07855,21.2,20200531,156.2,6.3,59.4,7.9,0.336,0.855,5,MPO545641,2005,HN3,2005,4,21,704,LINEAR,
,2005,GZ128,0.822,1.081,0.01829,25.8,20050331,102.8,230.7,203.1,18.7,0.136,0.952,(  4d),MPO 77871,2005,GZ128,2005,4,13,704,LINEAR,
,2005,GR33,0.479,1.078,0.01186,22.2,20190427,25.2,334.6,22.7,28,0.384,0.778,4,MPO440999,2005,GR33,2005,4,6,699,LONEOS,
,2005,FN,0.625,1.242,0.00104,26.9,20190427,149.4,120.8,177.3,3.8,0.33,0.934,(  1d),MPO 77855,2005,FN,2005,3,17,704,LINEAR,
,2005,FC,0.67,1.166,0.02349,24.5,20190427,262.6,310.8,0.1,12.8,0.27,0.918,(  9d),MPO215091,2005,FC,2005,3,16,703,CSS,
,2005,EP1,0.207,1.575,0.0127,23.7,20190427,234.1,328.1,344.3,16.2,0.768,0.891,(  4d),MPO 77816,2005,EP1,2005,3,3,703,CSS,
,2005,CN61,0.922,1.056,0.02039,25.3,20190427,253.6,248.6,146.7,9.6,0.068,0.989,(  6d),MPO 74497,2005,CN61,2005,2,14,703,CSS,
,2005,BU,0.593,1.102,0.01481,26.7,20190427,228.5,38.9,296.8,13,0.3,0.847,(  2d),MPO 74483,2005,BU,2005,1,16,704,LINEAR,
,2004,YD,0.64,1.045,0.05609,24,20190427,6,7.9,265.5,12.1,0.241,0.843,(  9d),MPO 74467,2004,YD,2004,12,17,699,LONEOS,
,2004,YC,0.596,1.141,0.00321,25.6,20190427,10.9,47.5,263.2,6.1,0.313,0.868,(  5d),MPO 74467,2004,YC,2004,12,17,704,LINEAR,
,2004,YA5,0.375,1.243,0.05202,22.6,20190427,353,31.3,269.9,28.2,0.537,0.809,( 13d),MPO 74468,2004,YA5,2004,12,18,704,LINEAR,
,2004,XK14,0.424,1.073,0.02516,22.4,20190427,266.8,303.1,306.9,3.1,0.434,0.748,3,MPO428256,2004,XK14,2004,12,10,704,LINEAR,
,2004,XJ,0.736,1.039,0.04292,24,20190427,233.5,16.1,253.3,12.2,0.17,0.887,( 14d),MPO 74440,2004,XJ,2004,12,2,704,LINEAR,
,2004,XG,0.588,1.087,0.01319,24.1,20190427,42.5,1.1,284.8,1.2,0.298,0.838,2,MPO323699,2004,XG,2004,12,2,703,CSS,
,2004,WC1,0.71,1.004,0.01605,26.1,20190427,253.1,179.4,54.8,10.3,0.171,0.857,(  4d),MPO 74439,2004,WC1,2004,11,19,699,LONEOS,
,2004,VZ,0.711,1.171,0.00396,24.6,20190427,215.9,297.1,225.8,16.3,0.245,0.941,(  4d),MPO 74426,2004,VZ,2004,11,3,704,LINEAR,
,2004,VJ1,0.789,1.099,0.01371,24.1,20190427,126.3,332.3,233.3,1.3,0.164,0.944,2,MPO419354,2004,VJ1,2004,11,4,703,CSS,
,2004,UT1,0.751,1.178,0.00562,26.6,20190427,21.4,294.4,211.8,4.5,0.221,0.965,(  4d),MPO 74425,2004,UT1,2004,10,23,704,LINEAR,
,2004,UH1,0.575,1.332,0.00225,28.1,20190427,128.5,120.9,29.6,3.7,0.397,0.954,(  1d),MPO 74425,2004,UH1,2004,10,23,691,Spacewatch,
,2004,TP13,0.818,1.134,0.08164,23.1,20190427,264.7,138.7,12.6,36.5,0.162,0.976,(  7d),MPO 70480,2004,TP13,2004,10,8,704,LINEAR,
,2004,TN20,0.701,1.191,0.02236,24.9,20190427,16.3,56.5,203,14.1,0.259,0.946,(  3d),MPO 70482,2004,TN20,2004,10,15,704,LINEAR,
,2004,TD10,0.419,1.084,0.01193,22.1,20190427,335.8,137,48.2,2.6,0.443,0.751,3,MPO495550,2004,TD10,2004,10,7,704,LINEAR,
,2004,TA1,0.681,1.136,0.09146,23,20190427,81.8,200.4,14.5,13.5,0.25,0.908,2,MPO415693,2004,TA1,2004,10,5,699,LONEOS,
,2004,SW26,0.431,1.045,0.04194,25.7,20190427,188.9,359.5,180.3,18.4,0.416,0.738,(  1d),MPO 70471,2004,SW26,2004,9,23,291,Spacewatch,
,2004,ST2,0.776,1.134,0.04751,24.2,20190427,347.3,227.1,356.8,22.3,0.187,0.955,2,MPO457973,2004,ST2,2004,9,18,704,LINEAR,
,2004,SC56,0.439,1.096,0.01047,22.7,20190427,111.5,322.9,201.8,4.8,0.428,0.768,4,MPO183576,2004,SC56,2004,9,25,704,LINEAR,
,2004,RO111,0.642,1.28,0.02357,23.3,20200531,144.4,281.1,199.2,5.4,0.332,0.961,4,MPO561975,2004,RO111,2004,9,12,704,LINEAR,
,2004,QG13,0.784,1.118,0.10443,21.4,20190427,98.2,9.1,151.8,56.1,0.175,0.951,(  6d),MPO 70393,2004,QG13,2004,8,24,704,LINEAR,
,2004,QB3,0.554,1.347,0.02005,24.4,20190427,29.6,232.3,327.1,14.3,0.417,0.95,( 13d),MPO 70391,2004,QB3,2004,8,21,703,CSS,
,2004,QA22,0.834,1.068,0.00427,27.9,20190427,51.1,28.3,174.7,0.6,0.123,0.951,( 10d),MPO 70395,2004,QA22,2004,8,25,704,LINEAR,
,2004,LO2,0.594,1.238,0.01355,25,20190427,258.5,309.4,82.6,25.5,0.351,0.916,(  4d),MPO 66384,2004,LO2,2004,6,11,704,LINEAR,
,2004,KG1,0.492,1.168,0.00331,24.1,20190427,14.2,213.7,243,1.9,0.407,0.83,( 10d),MPO 66381,2004,KG1,2004,5,19,704,LINEAR,
,2004,HT59,0.761,1.199,0.00681,27.2,20190427,79.7,112.2,214.7,11.1,0.224,0.98,(  1d),MPO 62577,2004,HT59,2004,4,24,704,LINEAR,
,2004,FU162,0.503,1.151,0.00019,28.7,20190427,268.5,139.7,191.1,4.2,0.391,0.827,(  0d),MPO 66355,2004,FU162,2004,3,31,704,LINEAR,
,2004,FH,0.582,1.055,0,26.41,20201217,100,40,287.8,0,0.289,0.818,3,E2021-D74,2004,FH,2004,3,16,704,LINEAR,
,2004,FG29,0.445,1.311,0.01,26,20190427,27.3,142.5,183,3.4,0.493,0.878,(  2d),MPO 62541,2004,FG29,2004,3,29,704,LINEAR,
,2004,ER21,0.745,1.054,0.04108,24.4,20190427,93.2,343.4,357.3,7.9,0.172,0.9,( 11d),MPO 62522,2004,ER21,2004,3,15,704,LINEAR,
,2004,EL20,0.594,1.034,0.00671,26.7,20190427,65.1,337.6,356,7.7,0.27,0.814,(  3d),MPO 62522,2004,EL20,2004,3,14,704,LINEAR,
,2004,DA53,0.593,1.174,0.00252,28,20190427,184.9,50,336.5,5.1,0.329,0.884,(  2d),MPO 62514,2004,DA53,2004,2,26,704,LINEAR,
,2004,BY1,0.687,1.078,0.02,24.5,20190427,272.3,28.9,298.3,3.6,0.221,0.882,( 28d),MPO 62469,2004,BY1,2004,1,17,608,NEAT,
,2004,BT58,0.591,1.331,0.07861,22.2,20201217,79.4,45.8,300.8,17.7,0.385,0.961,4,E2021-F22,2004,BT58,2004,1,23,704,LINEAR,
,2003,YS17,0.639,1.221,0.03047,21.7,20201217,222,134.6,98.9,6.5,0.313,0.93,6,E2021-C77,2003,YS17,2003,12,21,704,LINEAR,
,2003,YR1,0.494,1.304,0.06674,22.2,20201217,249.6,138.1,86.4,29.3,0.451,0.899,2,MPO598855,2003,YR1,2003,12,18,704,LINEAR,
,2003,YN107,0.975,1.002,0.0051,26.5,20190427,299.9,87.7,264.4,4.3,0.014,0.989,2,MPO 77762,2003,YN107,2003,12,20,704,LINEAR,
,2003,YJ,0.745,1.115,0.12037,20.34,20201217,187.1,165.6,89.7,19.5,0.199,0.93,4,MPO598855,2003,YJ,2003,12,17,644,NEAT,
,2003,YG136,0.625,1.313,0.012,25.3,20190427,311.1,127.8,86.6,2.7,0.355,0.969,(  4d),MPO 58111,2003,YG136,2003,12,28,704,LINEAR,
,2003,WU21,0.414,1.405,0.07009,21.9,20190427,206.7,140.7,57.5,28.6,0.545,0.909,2,MPO393288,2003,WU21,2003,11,20,704,LINEAR,
,2003,WT153,0.735,1.053,0.00177,28,20190427,335,148.9,55.6,0.4,0.178,0.894,(  3d),MPO 58075,2003,WT153,2003,11,29,291,Spacewatch,
,2003,UY12,0.284,1.118,0.01226,22.9,20190427,278.9,200.6,22.9,16.4,0.595,0.701,3,MPO402938,2003,UY12,2003,10,17,683,R. A. Tuck,er
,2003,UT55,0.834,1.125,0.00791,26.8,20190427,265,287.3,212.7,16.8,0.149,0.98,(  0d),MPO 53851,2003,UT55,2003,10,26,246,Klet Obser,vatory-KLENOT
,2003,TG2,0.621,1.195,0.19501,21.2,20190427,155.2,355.2,200.7,25.5,0.316,0.908,3,MPO437947,2003,TG2,2003,10,5,291,Spacewatch,
,2003,SW130,0.615,1.153,0.0009,29.1,20190427,16.6,47.7,176.4,3.7,0.304,0.884,(  8d),MPO 53798,2003,SW130,2003,9,20,291,Spacewatch,
,2003,RU11,0.727,1.051,0.00691,25.5,20190427,98.3,316.7,178.2,4.7,0.182,0.889,(  4d),MPO 53765,2003,RU11,2003,9,14,704,LINEAR,
,2003,LN6,0.676,1.036,0.00094,24.6,20190427,206.3,211.6,214.7,0.7,0.21,0.856,2,MPO328081,2003,LN6,2003,6,9,704,LINEAR,
,2003,LH,0.817,1.105,0.00494,25.2,20190427,69.9,238.3,247.3,10.8,0.15,0.961,( 59d),MPO 66313,2003,LH,2003,6,2,704,LINEAR,
,2003,HT42,0.601,1.028,0.01264,24.8,20190427,99.5,352.4,38.7,4.9,0.262,0.815,( 12d),MPO 48377,2003,HT42,2003,4,29,704,LINEAR,
,2003,HM,0.594,1.033,0.00679,21.8,20200531,262.6,19.3,30.5,26.3,0.27,0.813,3,MPO535804,2003,HM,2003,4,23,704,LINEAR,
,2003,GQ22,0.713,1.031,0.02396,21.2,20190427,80.2,168.8,199.5,17,0.182,0.872,3,MPO434893,2003,GQ22,2003,4,7,704,LINEAR,
,2003,FY6,0.305,1.155,0.00379,22.4,20180323,116.6,29.6,359.3,6.6,0.582,0.73,4,MPO456516,2003,FY6,2003,3,29,699,LONEOS,
,2003,FU3,0.52,1.197,0.0822,20.9,20190427,282.1,339.4,21.6,13,0.394,0.858,4,MPO450542,2003,FU3,2003,3,26,699,LONEOS,
,2003,FK1,0.363,1.051,0.01346,23,20190427,175.8,196.6,177.5,23.4,0.486,0.707,(  8d),MPO 48340,2003,FK1,2003,3,24,704,LINEAR,
,2003,EM1,0.906,1.007,0.01013,24.5,20190427,235.2,23.2,345.9,15.3,0.053,0.957,(  8d),MPO 43514,2003,EM1,2003,3,5,106,J. Skvarc,
,2003,CA4,0.811,1.03,0.0414,23.6,20190427,318.9,172.9,139.7,7.5,0.119,0.921,2,MPO440996,2003,CA4,2003,2,4,608,NEAT,
,2003,AF23,0.502,1.247,0.03278,21.05,20201217,68.6,44,286.8,23.2,0.426,0.875,4,E2021-C14,2003,AF23,2003,1,8,704,LINEAR,
,2002,XS90,0.614,1.006,0.02145,22.8,20190427,351,178.6,81.7,34.1,0.242,0.81,( 16d),MPO 41898,2002,XS90,2002,12,15,704,LINEAR,
,2002,XB,0.691,1.121,0.13036,21.8,20190427,203.7,351.3,245.9,25.5,0.238,0.906,3,MPO357115,2002,XB,2002,12,1,704,LINEAR,
,2002,VX91,0.786,1.182,0.00176,24.3,20190427,36.2,78.7,216.4,2.3,0.201,0.984,3,MPO135835,2002,VX91,2002,11,12,704,LINEAR,
,2002,TZ66,0.817,1.042,0.0046,25.9,20190427,292.4,223.1,13,8.5,0.121,0.93,( 23d),MPO 38456,2002,TZ66,2002,10,7,291,Spacewatch,
,2002,RR25,0.667,1.266,0.1409,20.9,20180323,339.6,156.1,349.9,13.5,0.31,0.967,3,MPO456508,2002,RR25,2002,9,4,699,LONEOS,
,2002,LY1,0.594,1.317,0.01178,22.3,20190427,306,134.3,247.8,2.9,0.379,0.955,5,MPO437943,2002,LY1,2002,6,3,644,NEAT,
,2002,JX8,0.535,1.005,0.02037,20.1,20201217,1.6,338.1,68.6,4.3,0.305,0.77,5,E2021-G08,2002,JX8,2002,5,4,704,LINEAR,
,2002,JR100,0.648,1.2,0.01893,24.3,20190427,133.8,253.9,202.6,3.7,0.299,0.924,3,MPO450539,2002,JR100,2002,5,14,644,NEAT,
,2002,GQ,0.478,1.058,0.00257,26.3,20190427,272.2,206.3,189.4,10.7,0.378,0.768,(  7d),MPO 30733,2002,GQ,2002,4,1,704,LINEAR,
,2002,FW1,0.542,1.105,0.00891,24,20190427,83.8,223.2,163.9,6.6,0.342,0.823,( 21d),MPO 30729,2002,FW1,2002,3,19,644,NEAT,
,2002,FT6,0.531,1.446,0.04077,22.6,20190427,216.6,226.8,188.5,9.5,0.463,0.988,8,MPO477508,2002,FT6,2002,3,23,704,LINEAR,
,2002,FT5,0.677,1.258,0.16399,21.57,20201217,15.4,31.5,8,28.1,0.3,0.967,2,E2021-G31,2002,FT5,2002,3,20,704,LINEAR,
,2002,EM7,0.586,1.255,0.00065,24.4,20190427,221,58.9,346,1.6,0.363,0.921,( 25d),MPO 30702,2002,EM7,2002,3,12,704,LINEAR,
,2002,CW11,0.67,1.06,0.01029,26.1,20190427,273.9,210.9,136.8,3.1,0.225,0.865,( 14d),MPO 26152,2002,CW11,2002,2,7,291,Spacewatch,
,2002,CC14,0.489,1.15,0.00983,24.8,20190427,175.9,218.1,137.6,12.6,0.403,0.82,(  7d),MPO 74134,2002,CC14,2002,2,7,704,LINEAR,
,2002,AY1,0.438,1.12,0.00733,20.8,20190427,308.9,323.8,287.9,29.9,0.437,0.779,5,MPO331229,2002,AY1,2002,1,7,704,LINEAR,
,2002,AO11,0.768,1.066,0.00279,22.7,20190427,141.4,305.9,295,13.1,0.162,0.917,2,MPO363041,2002,AO11,2002,1,9,704,LINEAR,
,2002,AB2,0.515,1.167,0.04948,23.3,20190427,46,149.6,103.1,13.3,0.388,0.841,( 11d),MPO 24030,2002,AB2,2002,1,7,704,LINEAR,
,2002,AA29,0.98,1.005,0.01184,24.1,20190427,66.3,101.9,106.4,10.7,0.013,0.993,2,MPO 57849,2002,AA29,2002,1,9,704,LINEAR,
,2001,WF49,0.473,1.031,0.04349,22.1,20190427,75.9,358.4,239.7,17.9,0.371,0.752,3,MPO473057,2001,WF49,2001,11,24,704,LINEAR,
,2001,UP,0.63,1.137,0.00686,25.7,20190427,283.4,133.4,25.5,7.7,0.287,0.884,(  4d),MPO 38327,2001,UP,2001,10,16,704,LINEAR,
,2001,TD,0.795,1.112,0.00515,25.1,20190427,43.8,241.5,13,9,0.166,0.953,(  8d),MPO 21049,2001,TD,2001,10,8,704,LINEAR,
,2001,SQ263,0.482,1.413,0.03208,22.4,20190427,99.5,262.5,327.1,3.9,0.491,0.947,4,MPO397719,2001,SQ263,2001,9,23,699,LONEOS,
,2001,OT,0.633,1.236,0.06299,21.7,20200531,215.6,143,295.8,12.1,0.323,0.934,4,MPO542793,2001,OT,2001,7,16,608,NEAT,
,2001,FR85,0.955,1.01,0.0016,24.8,20190427,326.1,233.6,183,5.2,0.028,0.983,(  8d),MPO 41679,2001,FR85,2001,3,26,704,LINEAR,
,2001,FO127,0.748,1.03,0.0165,27.5,20190427,7.7,200.9,189.1,7.3,0.159,0.889,( 19d),MPO 13842,2001,FO127,2001,3,30,695,B. Gladman,
,2001,ED18,0.933,1.046,0.02404,24.5,20190427,23.3,306.7,357.8,11.6,0.057,0.989,(  5d),MPO 20837,2001,ED18,2001,3,15,704,LINEAR,
,2001,CQ36,0.772,1.104,0.0138,22.7,20201217,41.3,344.4,30.8,1.3,0.177,0.938,4,E2021-E04,2001,CQ36,2001,2,13,704,LINEAR,
,2001,CP36,0.424,1.006,0.01103,23.7,20190427,227.2,353.6,331,10.6,0.407,0.715,2,MPO264919,2001,CP36,2001,2,15,704,LINEAR,
,2001,BB16,0.708,1.003,0.00492,23.2,20200531,331.1,196.1,122.3,2,0.172,0.855,4,MPO542787,2001,BB16,2001,1,20,704,LINEAR,
,2001,BA16,0.811,1.07,0.0003,26,20190427,117.8,243.3,115.4,5.8,0.138,0.94,( 40d),MPO 12273,2001,BA16,2001,1,19,704,LINEAR,
,2000,YS134,0.664,1.05,0.02861,23.1,20190427,200.7,189.5,97.4,3.5,0.225,0.857,( 60d),MPO 11023,2000,YS134,2000,12,30,704,LINEAR,
,2000,WP19,0.608,1.101,0.00384,22.7,20200531,11.9,222.2,55.7,7.7,0.288,0.855,4,MPO528812,2000,WP19,2000,11,21,704,LINEAR,
,2000,WC1,0.649,1.111,0.00315,22.2,20190427,238.2,230.1,50.8,17.4,0.263,0.88,3,MPO322106,2000,WC1,2000,11,16,704,LINEAR,
,2000,UR16,0.508,1.301,0.01293,23.9,20190427,271.1,228.8,33.8,11.7,0.439,0.905,( 33d),MPO  9844,2000,UR16,2000,10,28,557,P. Kusnira,k
,2000,UK11,0.663,1.103,0.00415,25.3,20190427,344.8,293.8,237.1,0.8,0.249,0.883,2,MPO347153,2000,UK11,2000,10,25,704,LINEAR,
,2000,SZ162,0.773,1.085,0.00217,27.3,20190427,133.3,132,13.6,0.9,0.168,0.929,(  8d),MPO  5115,2000,SZ162,2000,9,29,691,Spacewatch,
,2000,SG344,0.912,1.043,0.0008,24.7,20190427,347.7,275.3,192,0.1,0.067,0.977,2,MPO  6089,2000,SG344,2000,9,29,568,D. J. Thol,"en, R. J. Whiteley"
,2000,OK8,0.767,1.203,0.13587,20.2,20190427,270.7,166.2,304.6,10,0.221,0.985,3,MPO 35534,2000,OK8,2000,7,30,704,LINEAR,
,2000,LG6,0.816,1.019,0.00311,29,20190427,358,8.2,72.5,2.8,0.111,0.917,(  3d),MPO  1663,2000,LG6,2000,6,4,691,Spacewatch,
,2000,HO40,0.36,1.132,0.03819,22.3,20200531,237.8,6.4,30,5.8,0.517,0.746,3,MPO561900,2000,HO40,2000,4,25,699,LONEOS,
,2000,HB24,0.464,1.166,0.01575,23.7,20201217,116.2,18,55,2.7,0.43,0.815,3,E2020-V01,2000,HB24,2000,4,28,704,LINEAR,
,2000,EZ106,0.515,1.358,0.06535,20.5,20190427,302.6,313.1,358.5,41.1,0.45,0.937,( 14d),MPC 40488,2000,EZ106,2000,3,12,699,LONEOS,
,2000,EM26,0.436,1.198,0.01883,22.5,20200531,272.2,24.2,345.1,3.8,0.467,0.817,3,MPO561899,2000,EM26,2000,3,5,704,LINEAR,
,2000,EB14,0.452,1.339,0.03077,23.1,20190427,124.4,139.6,162.8,11.6,0.496,0.896,2,MPO193432,2000,EB14,2000,3,3,704,LINEAR,
,1999,VX25,0.774,1.026,0.00622,26.7,20190427,133.1,151.7,55.3,1.7,0.14,0.9,(  5d),MPC 36941,1999,VX25,1999,11,15,704,LINEAR,
,1999,VW25,0.825,1.033,0.04358,25.3,19991029,167.3,354.7,232.4,10.8,0.112,0.929,(  3d),MPC 36941,1999,VW25,1999,11,14,704,LINEAR,
,1999,AO10,0.811,1.013,0.02146,23.9,20190427,252.5,8,313.2,2.6,0.111,0.912,( 33d),MPC 34039,1999,AO10,1999,1,13,704,LINEAR,
,1998,XN17,0.776,1.189,0.05618,22.8,20190427,82.7,226.5,85.9,7.2,0.21,0.983,4,MPO 62235,1998,XN17,1998,12,15,704,LINEAR,
,1998,SD9,0.349,1.057,0.00937,23.9,20201217,100.2,7.3,166.2,3,0.504,0.703,2,MPO598751,1998,SD9,1998,9,18,704,LINEAR,
,1998,DK36,0.405,0.98,0.00869,25,20190427,94.5,180.7,150.9,2,0.415,0.693,(  1d),MPO166084,1998,DK36,1998,2,23,568,D. J. Thol,en
